Id,Regione,Titolo,Codice,Descrizione,Importo
IT-BASILICATA,Basilicata,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5103,Contributi e trasferimenti da Regione e Prov. Autonoma per finanziamenti di investimenti e fondo di dotazione,10869627.7
IT-BASILICATA,Basilicata,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5104,Contributi e trasferimenti in c/capitale da province,31673.21
IT-BASILICATA,Basilicata,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5106,Contributi e trasferimenti in c/capitale da comuni,1061318.6
IT-BASILICATA,Basilicata,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5108,Contributi e trasferimenti in c/capitale da comunita' montane,472843.58
IT-BASILICATA,Basilicata,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5199,Contributi e trasferimenti in c/capitale da altre Amministrazioni pubbliche,11361
IT-BASILICATA,Basilicata,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5201,Contributi e trasferimenti in c/capitale da Imprese,7000
IT-BASILICATA,Basilicata,OPERAZIONI FINANZIARIE,6400,Depositi cauzionali,5836.45
IT-BASILICATA,Basilicata,OPERAZIONI FINANZIARIE,6500,Altre operazioni finanziarie,4571185.57
IT-BASILICATA,Basilicata,ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,7100,Anticipazioni di cassa,169711032.9
IT-BASILICATA,Basilicata,INCASSI DA REGOLARIZZARE,9998,Incassi da regolarizzare derivanti dalle anticipazioni di cassa (riscossioni codificate dal cassiere),0
IT-BASILICATA,Basilicata,INCASSI DA REGOLARIZZARE,9999,Altri incassi da regolarizzare (riscossioni codificate dal cassiere),31.01
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1100,Compartecipazione alla spesa per prestazioni sanitarie (ticket),32223997.91
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1301,Entrate da aziende sanitarie della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,401953.23
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1303,Entrate da IRCCS pubblici e Fondazioni IRCCS della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,126533.44
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1304,Entrate da Policlinici universitari della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,17666.52
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1400,Entrate per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria ad altre Amministrazioni pubbliche,1516088.97
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1500,Entrate per prestazioni sanitarie erogate a soggetti privati,2257546.97
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1600,Entrate per prestazioni sanitarie erogate in regime di intramoenia,7124474.06
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1700,Entrate per prestazioni non sanitarie,5149549.73
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1800,Entrate per prestazioni di servizi derivanti da sopravvenienze attive,401167.45
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2101,Contributi e trasferimenti correnti da Stato,3567224.34
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2102,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale indistinto,2791112865
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2103,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale vincolato,301117326
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2104,Contributi e trasferimenti correnti da Regione e Prov. Autonoma extra fondo sanitario vincolato,6860237.02
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2105,Altri contributi e trasferimenti correnti da Regione e Prov. Autonoma,51369688.89
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2111,Contributi e trasferimenti correnti da aziende sanitarie,0
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2199,Contributi e trasferimenti correnti da altre Amministrazioni pubbliche,321058.38
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2201,Contributi e trasferimenti correnti da Imprese,3600
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2202,Donazioni da imprese,12500
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2204,Donazioni da famiglie,1800
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2205,Contributi e trasferimenti correnti da Istituzioni sociali senza fine di lucro,31145.65
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI CORRENTI,2206,Donazioni da istituzioni sociali senza fine di lucro,61001.6
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3101,Rimborsi assicurativi,2074692.04
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3102,Rimborsi spese per personale comandato,283284.82
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3104,Restituzione fondi economali,227056.75
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3105,Riscossioni IVA,368086.68
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3106,Altri concorsi - recuperi e rimborsi,11608609.91
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3201,Fitti attivi,524978.81
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3202,Interessi attivi,11276.08
IT-CALABRIA,Calabria,ALTRE ENTRATE CORRENTI,3204,Altri proventi,46872156.7
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DA ALIENAZIONI DI BENI,4101,Alienazione di terreni e giacimenti,146000
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5101,Contributi e trasferimenti in c/capitale da Stato,84996.49
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5102,Contributi e trasferimenti da Regione e Prov. Autonoma per ripiani perdite,84738173.87
IT-CALABRIA,Calabria,CONTRIBUTI E TRASFERIMENTI IN C/CAPITALE,5103,Contributi e trasferimenti da Regione e Prov. Autonoma per finanziamenti di investimenti e fondo di dotazione,20847118.72
IT-CALABRIA,Calabria,OPERAZIONI FINANZIARIE,6100,Prelievi da conti bancari di deposito,1.81
IT-CALABRIA,Calabria,OPERAZIONI FINANZIARIE,6200,Prelievi dai conti di tesoreria unica relativi alle gestioni stralcio e alla spesa in conto capitale,1640.64
IT-CALABRIA,Calabria,OPERAZIONI FINANZIARIE,6400,Depositi cauzionali,8917.65
IT-CALABRIA,Calabria,OPERAZIONI FINANZIARIE,6500,Altre operazioni finanziarie,2509053.05
IT-CALABRIA,Calabria,ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,7100,Anticipazioni di cassa,2356311745
IT-CALABRIA,Calabria,INCASSI DA REGOLARIZZARE,9998,Incassi da regolarizzare derivanti dalle anticipazioni di cassa (riscossioni codificate dal cassiere),706424987.9
IT-CALABRIA,Calabria,INCASSI DA REGOLARIZZARE,9999,Altri incassi da regolarizzare (riscossioni codificate dal cassiere),3586711.83
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1100,Compartecipazione alla spesa per prestazioni sanitarie (ticket),42998162.82
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1200,Entrate da Regione e Province autonome per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,263330608
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1301,Entrate da aziende sanitarie della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,6554907.14
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1302,Entrate da aziende ospedaliere della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,10795093.97
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1303,Entrate da IRCCS pubblici e Fondazioni IRCCS della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,22501.81
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1304,Entrate da Policlinici universitari della Regione/Provincia autonoma per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria,628985.74
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1400,Entrate per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria ad altre Amministrazioni pubbliche,2327975.28
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1500,Entrate per prestazioni sanitarie erogate a soggetti privati,22556589.12
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1600,Entrate per prestazioni sanitarie erogate in regime di intramoenia,46405401.1
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1700,Entrate per prestazioni non sanitarie,45564541.55
IT-CAMPANIA,Campania,ENTRATE DERIVANTI DALLA PRESTAZIONE DI SERVIZI,1800,Entrate per prestazioni di servizi derivanti da sopravvenienze attive,2864658.66
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2101,Contributi e trasferimenti correnti da Stato,286809460
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2102,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale indistinto,5879454530
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2103,Contributi e trasferimenti correnti da Regione e Prov. Autonoma per quota fondo sanitario regionale vincolato,71293032.08
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2104,Contributi e trasferimenti correnti da Regione e Prov. Autonoma extra fondo sanitario vincolato,40008920.97
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2105,Altri contributi e trasferimenti correnti da Regione e Prov. Autonoma,55972132.73
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2106,Contributi e trasferimenti correnti da province,952836.5
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2107,Contributi e trasferimenti correnti da citta' metropolitane,643343385.8
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2108,Contributi e trasferimenti correnti da comuni,303921.56
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2109,Contributi e trasferimenti correnti da unioni di comuni,1327.63
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2111,Contributi e trasferimenti correnti da aziende sanitarie,11953458.14
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2113,Contributi e trasferimenti correnti da IRCCS pubblici - Fondazioni IRCCS,122116.32
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2114,Contributi e trasferimenti correnti dagli Istituti Zooprofilattici sperimentali,47620.58
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2116,Contributi e trasferimenti correnti da Enti di previdenza,8002
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2117,Contributi e trasferimenti correnti da Enti di ricerca,1909347.2
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2119,Contributi e trasferimenti correnti da Autorita' portuali,28542.69
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2121,Contributi e trasferimenti correnti da Universita',778723.59
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2122,Contributi e trasferimenti correnti da Enti Parco Nazionali,59300
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2199,Contributi e trasferimenti correnti da altre Amministrazioni pubbliche,162487.16
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2201,Contributi e trasferimenti correnti da Imprese,920473.1
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2202,Donazioni da imprese,583831.24
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2203,Contributi e trasferimenti correnti da Famiglie,200000
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2204,Donazioni da famiglie,21578.94
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2205,Contributi e trasferimenti correnti da Istituzioni sociali senza fine di lucro,174522.77
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2206,Donazioni da istituzioni sociali senza fine di lucro,97630
IT-CAMPANIA,Campania,CONTRIBUTI E TRASFERIMENTI CORRENTI,2302,Contributi e trasferimenti correnti da altre istituzioni estere,23870.73
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3101,Rimborsi assicurativi,3235484.75
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3102,Rimborsi spese per personale comandato,19309120.74
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3103,Rimborsi per l'acquisto di beni per conto di altre strutture sanitarie,14407.61
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3104,Restituzione fondi economali,1324657.99
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3105,Riscossioni IVA,1807670.15
IT-CAMPANIA,Campania,ALTRE ENTRATE CORRENTI,3106,Altri concorsi - recuperi e rimborsi,43708334.77
